household_monthly_income_kes,parent_occupation,orphan_status,disability,dependents_count,siblings_in_college,residence_type,gender,band
33550.0,formal_employment,not_orphan,0,3,1,rural_low_poverty,female,4
16792.0,informal_business,not_orphan,0,3,1,rural_low_poverty,male,4
23899.0,informal_business,not_orphan,0,3,1,urban_formal,female,4
29000.0,informal_business,not_orphan,0,3,1,rural_low_poverty,male,5
23615.0,informal_business,not_orphan,1,3,1,urban_formal,female,4
10444.0,informal_business,not_orphan,0,3,1,rural_high_poverty,male,4
4072.0,deceased_both,double_orphan,0,3,1,rural_high_poverty,female,1
3621.0,unemployed,not_orphan,0,3,1,rural_low_poverty,female,1
40468.0,formal_employment,not_orphan,0,3,1,urban_informal,female,4
28298.0,informal_business,not_orphan,0,3,1,rural_low_poverty,male,4
10693.0,deceased_one,single_orphan,0,3,1,rural_high_poverty,female,1
7961.0,informal_business,not_orphan,0,3,1,urban_informal,female,3
81854.0,formal_employment,not_orphan,0,3,1,urban_formal,female,5
50614.0,formal_employment,not_orphan,0,3,1,urban_informal,female,5
21658.0,informal_business,not_orphan,0,3,1,urban_informal,female,4
500.0,deceased_one,single_orphan,0,3,1,rural_low_poverty,male,1
12283.0,informal_business,not_orphan,0,3,1,urban_informal,male,3
49248.0,formal_employment,not_orphan,0,3,1,urban_formal,female,5
27469.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,male,2
15873.0,informal_business,not_orphan,1,3,1,urban_formal,female,2
45664.0,formal_employment,not_orphan,0,3,1,rural_low_poverty,female,3
50736.0,formal_employment,not_orphan,1,3,1,rural_low_poverty,female,3
21230.0,informal_business,not_orphan,0,3,1,rural_low_poverty,female,4
1157.0,unemployed,not_orphan,0,3,1,urban_informal,male,1
7404.0,deceased_one,single_orphan,0,3,1,rural_low_poverty,male,2
1435.0,deceased_both,double_orphan,0,3,1,urban_informal,female,1
15994.0,deceased_one,single_orphan,0,3,1,rural_high_poverty,male,2
18077.0,informal_business,not_orphan,0,3,1,rural_high_poverty,female,3
12476.0,informal_business,not_orphan,1,3,1,urban_informal,male,2
14712.0,informal_business,not_orphan,0,3,1,rural_high_poverty,female,3
500.0,deceased_one,single_orphan,1,3,1,rural_high_poverty,female,1
4719.0,unemployed,not_orphan,0,3,1,urban_informal,male,2
7312.0,unemployed,not_orphan,0,3,1,rural_high_poverty,male,2
63457.0,formal_employment,not_orphan,0,3,1,urban_informal,male,5
88527.0,formal_employment,not_orphan,0,3,1,urban_formal,male,5
4359.0,unemployed,not_orphan,0,3,1,urban_formal,female,3
7543.0,informal_business,not_orphan,0,3,1,rural_high_poverty,male,1
7445.0,deceased_one,single_orphan,0,3,1,rural_low_poverty,female,1
48787.0,formal_employment,not_orphan,0,3,1,urban_informal,female,5
44837.0,formal_employment,not_orphan,0,3,1,rural_low_poverty,male,4
67511.0,formal_employment,not_orphan,0,3,1,rural_low_poverty,male,5
45703.0,formal_employment,not_orphan,0,3,1,urban_formal,female,4
44030.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,male,4
12301.0,deceased_one,single_orphan,0,3,1,urban_formal,female,2
56654.0,formal_employment,not_orphan,0,3,1,urban_formal,female,5
4850.0,deceased_both,double_orphan,0,3,1,rural_high_poverty,female,1
33110.0,informal_business,not_orphan,0,3,1,rural_low_poverty,female,4
53453.0,formal_employment,not_orphan,0,3,1,urban_informal,male,5
5075.0,deceased_one,single_orphan,0,3,1,urban_formal,female,2
8702.0,unemployed,not_orphan,0,3,1,rural_high_poverty,male,2
37692.0,formal_employment,not_orphan,0,3,1,urban_formal,female,4
14873.0,informal_business,not_orphan,0,3,1,rural_high_poverty,male,4
6028.0,informal_business,not_orphan,0,3,1,rural_high_poverty,male,2
10507.0,informal_business,not_orphan,0,3,1,rural_high_poverty,male,2
12315.0,informal_business,not_orphan,0,3,1,urban_formal,male,3
20760.0,informal_business,not_orphan,0,3,1,urban_formal,female,5
7469.0,informal_business,not_orphan,0,3,1,rural_low_poverty,male,3
2207.0,unemployed,not_orphan,0,3,1,urban_informal,female,1
35086.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,male,4
12447.0,deceased_one,single_orphan,0,3,1,urban_informal,male,1
1798.0,deceased_both,double_orphan,0,3,1,rural_low_poverty,male,1
19767.0,formal_employment,not_orphan,0,3,1,urban_informal,female,4
11567.0,informal_business,not_orphan,0,3,1,rural_low_poverty,female,3
35796.0,informal_business,not_orphan,0,3,1,urban_informal,female,4
9034.0,informal_business,not_orphan,0,3,1,rural_low_poverty,male,2
7563.0,informal_business,not_orphan,0,3,1,rural_low_poverty,male,3
50142.0,formal_employment,not_orphan,0,3,1,rural_low_poverty,female,5
5706.0,unemployed,not_orphan,0,3,1,rural_low_poverty,female,2
56129.0,formal_employment,not_orphan,0,3,1,urban_informal,male,5
500.0,deceased_both,double_orphan,0,3,1,urban_informal,female,1
16895.0,informal_business,not_orphan,0,3,1,urban_informal,male,2
13075.0,informal_business,not_orphan,0,3,1,rural_high_poverty,female,3
29032.0,informal_business,not_orphan,0,3,1,urban_informal,female,4
25090.0,informal_business,not_orphan,0,3,1,rural_high_poverty,male,3
500.0,deceased_both,double_orphan,0,3,1,urban_informal,male,1
61570.0,formal_employment,not_orphan,0,3,1,urban_informal,female,4
36643.0,formal_employment,not_orphan,0,3,1,urban_informal,male,4
19628.0,informal_business,not_orphan,0,3,1,urban_formal,female,4
3786.0,unemployed,not_orphan,0,3,1,rural_low_poverty,male,2
7242.0,informal_business,not_orphan,0,3,1,urban_formal,male,3
7467.0,deceased_one,single_orphan,0,3,1,urban_formal,male,2
23835.0,formal_employment,not_orphan,0,3,1,urban_informal,female,4
19924.0,informal_business,not_orphan,0,3,1,rural_low_poverty,female,4
1786.0,deceased_both,double_orphan,0,3,1,urban_formal,female,1
5298.0,unemployed,not_orphan,0,3,1,urban_informal,male,2
21680.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,female,4
1100.0,unemployed,not_orphan,0,3,1,rural_low_poverty,female,1
52940.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,male,5
16637.0,formal_employment,not_orphan,0,3,1,rural_low_poverty,male,3
56961.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,female,3
9539.0,deceased_one,single_orphan,0,3,1,rural_high_poverty,female,1
48709.0,formal_employment,not_orphan,0,3,1,urban_formal,female,5
48283.0,formal_employment,not_orphan,0,3,1,rural_low_poverty,female,4
13755.0,informal_business,not_orphan,0,3,1,urban_formal,female,4
18117.0,informal_business,not_orphan,0,3,1,urban_informal,male,3
3639.0,informal_business,not_orphan,0,3,1,rural_low_poverty,female,3
45480.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,male,4
12764.0,informal_business,not_orphan,0,3,1,rural_high_poverty,male,3
4579.0,unemployed,not_orphan,0,3,1,rural_low_poverty,female,3
500.0,unemployed,not_orphan,0,3,1,urban_informal,female,1
6571.0,unemployed,not_orphan,0,3,1,rural_high_poverty,male,2
13442.0,deceased_one,single_orphan,0,3,1,urban_informal,male,2
38426.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,female,3
14811.0,informal_business,not_orphan,0,3,1,rural_high_poverty,male,2
71937.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,male,3
44048.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,male,4
14425.0,informal_business,not_orphan,0,3,1,urban_informal,female,3
500.0,informal_business,not_orphan,0,3,1,rural_high_poverty,male,1
26880.0,informal_business,not_orphan,0,3,1,urban_informal,female,4
37749.0,formal_employment,not_orphan,0,3,1,rural_low_poverty,male,5
23438.0,informal_business,not_orphan,0,3,1,rural_low_poverty,male,4
12067.0,deceased_one,single_orphan,0,3,1,urban_formal,male,2
9900.0,deceased_one,single_orphan,0,3,1,urban_formal,female,2
2738.0,deceased_both,double_orphan,0,3,1,rural_high_poverty,female,1
3700.0,unemployed,not_orphan,0,3,1,rural_low_poverty,male,2
48012.0,formal_employment,not_orphan,0,3,1,urban_informal,male,5
8129.0,deceased_one,single_orphan,0,3,1,rural_low_poverty,male,2
50605.0,formal_employment,not_orphan,0,3,1,rural_low_poverty,female,5
27701.0,formal_employment,not_orphan,0,3,1,urban_formal,male,4
3096.0,deceased_one,single_orphan,0,3,1,urban_informal,female,1
3178.0,unemployed,not_orphan,0,3,1,urban_formal,male,2
11709.0,deceased_one,single_orphan,0,3,1,rural_low_poverty,female,2
48020.0,formal_employment,not_orphan,1,3,1,urban_informal,female,4
3490.0,informal_business,not_orphan,0,3,1,urban_informal,male,3
28463.0,informal_business,not_orphan,0,3,1,urban_formal,female,5
25518.0,informal_business,not_orphan,0,3,1,rural_high_poverty,female,3
2329.0,deceased_both,double_orphan,0,3,1,rural_high_poverty,male,1
16101.0,deceased_one,single_orphan,0,3,1,urban_formal,male,2
64320.0,formal_employment,not_orphan,0,3,1,urban_formal,male,5
10315.0,deceased_one,single_orphan,0,3,1,rural_high_poverty,female,1
80209.0,formal_employment,not_orphan,0,3,1,urban_formal,male,5
55855.0,formal_employment,not_orphan,0,3,1,rural_low_poverty,male,4
1081.0,deceased_both,double_orphan,0,3,1,rural_high_poverty,male,1
26097.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,female,3
1811.0,unemployed,not_orphan,0,3,1,rural_high_poverty,male,1
41717.0,formal_employment,not_orphan,0,3,1,urban_informal,male,5
7733.0,deceased_one,single_orphan,0,3,1,urban_formal,male,2
13309.0,informal_business,not_orphan,0,3,1,rural_low_poverty,female,3
14093.0,deceased_one,single_orphan,0,3,1,urban_informal,female,2
7005.0,unemployed,not_orphan,0,3,1,rural_low_poverty,female,3
3564.0,deceased_both,double_orphan,0,3,1,rural_high_poverty,female,1
5848.0,unemployed,not_orphan,0,3,1,urban_formal,male,2
10443.0,deceased_one,single_orphan,0,3,1,urban_formal,male,2
42803.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,male,4
32722.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,female,4
47179.0,formal_employment,not_orphan,0,3,1,urban_informal,female,5
1466.0,deceased_one,single_orphan,0,3,1,urban_informal,male,1
6728.0,deceased_one,single_orphan,1,3,1,rural_low_poverty,male,1
42614.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,female,4
42402.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,female,5
14122.0,informal_business,not_orphan,0,3,1,urban_informal,female,3
19340.0,informal_business,not_orphan,0,3,1,urban_formal,male,3
9170.0,deceased_one,single_orphan,0,3,1,rural_high_poverty,female,2
12974.0,informal_business,not_orphan,0,3,1,urban_informal,male,3
31256.0,formal_employment,not_orphan,0,3,1,urban_informal,female,4
9494.0,unemployed,not_orphan,0,3,1,rural_low_poverty,male,3
1627.0,deceased_both,double_orphan,0,3,1,rural_low_poverty,female,1
35940.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,male,4
4365.0,unemployed,not_orphan,0,3,1,rural_low_poverty,male,2
7617.0,unemployed,not_orphan,0,3,1,urban_formal,male,3
44618.0,formal_employment,not_orphan,0,3,1,rural_low_poverty,male,5
9676.0,informal_business,not_orphan,0,3,1,urban_informal,male,3
9039.0,informal_business,not_orphan,0,3,1,urban_informal,male,3
500.0,unemployed,not_orphan,0,3,1,rural_high_poverty,female,1
5787.0,unemployed,not_orphan,0,3,1,rural_low_poverty,male,3
32900.0,formal_employment,not_orphan,1,3,1,rural_high_poverty,male,3
51579.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,female,4
52679.0,formal_employment,not_orphan,0,3,1,urban_informal,male,4
29158.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,female,3
6865.0,unemployed,not_orphan,0,3,1,urban_informal,male,2
40537.0,formal_employment,not_orphan,0,3,1,urban_informal,female,4
62310.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,female,3
6096.0,unemployed,not_orphan,0,3,1,rural_high_poverty,female,3
24457.0,informal_business,not_orphan,0,3,1,urban_formal,male,5
13743.0,deceased_one,single_orphan,1,3,1,urban_formal,male,1
2307.0,deceased_both,double_orphan,0,3,1,rural_low_poverty,male,1
14952.0,informal_business,not_orphan,0,3,1,urban_formal,male,4
43993.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,female,5
12863.0,informal_business,not_orphan,0,3,1,rural_high_poverty,female,2
12321.0,unemployed,not_orphan,0,3,1,urban_informal,female,4
33154.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,female,4
3692.0,unemployed,not_orphan,0,3,1,rural_low_poverty,female,3
11721.0,informal_business,not_orphan,0,3,1,urban_informal,female,4
29601.0,informal_business,not_orphan,0,3,1,rural_high_poverty,female,4
500.0,unemployed,not_orphan,0,3,1,rural_high_poverty,female,1
17448.0,informal_business,not_orphan,0,3,1,urban_formal,male,4
16055.0,informal_business,not_orphan,0,3,1,rural_low_poverty,female,3
31865.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,female,5
16344.0,informal_business,not_orphan,0,3,1,urban_informal,male,5
11455.0,deceased_one,single_orphan,0,3,1,urban_formal,female,3
971.0,unemployed,not_orphan,0,3,1,rural_low_poverty,female,1
34629.0,formal_employment,not_orphan,0,3,1,urban_informal,male,4
24622.0,informal_business,not_orphan,0,3,1,urban_formal,female,5
10894.0,deceased_one,single_orphan,0,3,1,urban_formal,female,2
64578.0,formal_employment,not_orphan,0,3,1,urban_informal,male,4
6706.0,deceased_one,single_orphan,0,3,1,urban_formal,female,2
922.0,informal_business,not_orphan,1,3,1,rural_high_poverty,male,1
4965.0,unemployed,not_orphan,0,3,1,rural_high_poverty,female,2
27053.0,informal_business,not_orphan,0,3,1,rural_high_poverty,male,3
41027.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,male,5
20696.0,informal_business,not_orphan,0,3,1,rural_high_poverty,female,3
17280.0,informal_business,not_orphan,0,3,1,urban_formal,female,5
6095.0,deceased_one,single_orphan,0,3,1,urban_formal,male,1
5572.0,unemployed,not_orphan,0,3,1,rural_high_poverty,female,2
659.0,deceased_one,single_orphan,0,3,1,urban_informal,female,1
23558.0,informal_business,not_orphan,0,3,1,urban_formal,female,4
21741.0,informal_business,not_orphan,0,3,1,urban_formal,male,5
6636.0,unemployed,not_orphan,0,3,1,rural_high_poverty,female,2
13973.0,informal_business,not_orphan,0,3,1,urban_informal,female,3
24812.0,informal_business,not_orphan,0,3,1,urban_informal,male,5
20606.0,informal_business,not_orphan,0,3,1,rural_high_poverty,male,3
6175.0,unemployed,not_orphan,0,3,1,rural_high_poverty,male,2
25479.0,formal_employment,not_orphan,1,3,1,urban_informal,male,2
2994.0,deceased_one,single_orphan,0,3,1,urban_informal,female,1
1376.0,deceased_one,single_orphan,0,3,1,urban_informal,female,1
16024.0,informal_business,not_orphan,0,3,1,rural_high_poverty,male,3
8711.0,informal_business,not_orphan,0,3,1,rural_high_poverty,male,2
60853.0,formal_employment,not_orphan,0,3,1,urban_formal,male,5
37532.0,formal_employment,not_orphan,0,3,1,rural_low_poverty,female,5
1539.0,unemployed,not_orphan,0,3,1,rural_low_poverty,male,1
16903.0,informal_business,not_orphan,0,3,1,urban_formal,male,5
46060.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,female,5
34261.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,female,4
40946.0,formal_employment,not_orphan,0,3,1,urban_informal,female,4
5206.0,unemployed,not_orphan,0,3,1,urban_informal,male,2
6168.0,deceased_one,single_orphan,0,3,1,rural_low_poverty,female,2
12372.0,informal_business,not_orphan,0,3,1,urban_informal,female,2
53217.0,formal_employment,not_orphan,0,3,1,urban_formal,male,5
20007.0,formal_employment,not_orphan,0,3,1,urban_formal,male,5
30306.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,male,5
28093.0,formal_employment,not_orphan,0,3,1,urban_informal,male,4
14929.0,informal_business,not_orphan,0,3,1,rural_high_poverty,male,3
20259.0,informal_business,not_orphan,0,3,1,rural_low_poverty,male,4
4457.0,unemployed,not_orphan,0,3,1,urban_informal,female,2
5670.0,unemployed,not_orphan,1,3,1,rural_low_poverty,female,1
15565.0,informal_business,not_orphan,0,3,1,urban_informal,male,3
34807.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,male,4
22647.0,informal_business,not_orphan,0,3,1,urban_informal,male,3
1987.0,unemployed,not_orphan,0,3,1,rural_low_poverty,male,1
5318.0,deceased_one,single_orphan,0,3,1,rural_low_poverty,male,2
45481.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,female,3
54539.0,formal_employment,not_orphan,0,3,1,rural_low_poverty,female,5
55506.0,formal_employment,not_orphan,0,3,1,urban_formal,male,5
27243.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,female,4
8926.0,deceased_one,single_orphan,0,3,1,urban_formal,male,1
62355.0,formal_employment,not_orphan,0,3,1,urban_formal,female,5
34855.0,formal_employment,not_orphan,0,3,1,urban_formal,female,4
13849.0,deceased_one,single_orphan,0,3,1,urban_informal,female,2
22516.0,informal_business,not_orphan,1,3,1,urban_informal,female,2
24072.0,formal_employment,not_orphan,0,3,1,rural_low_poverty,female,5
77765.0,formal_employment,not_orphan,0,3,1,urban_informal,female,5
14670.0,informal_business,not_orphan,0,3,1,urban_formal,male,4
11135.0,deceased_one,single_orphan,0,3,1,urban_informal,male,1
500.0,deceased_both,double_orphan,0,3,1,urban_informal,female,1
4452.0,unemployed,not_orphan,0,3,1,urban_formal,male,3
3436.0,informal_business,not_orphan,0,3,1,rural_low_poverty,male,1
1714.0,unemployed,not_orphan,0,3,1,rural_high_poverty,male,1
11175.0,informal_business,not_orphan,0,3,1,urban_formal,female,2
17887.0,informal_business,not_orphan,0,3,1,rural_low_poverty,female,4
27277.0,informal_business,not_orphan,0,3,1,rural_low_poverty,female,5
19029.0,informal_business,not_orphan,0,3,1,rural_low_poverty,male,5
5089.0,informal_business,not_orphan,0,3,1,urban_informal,female,3
9293.0,unemployed,not_orphan,0,3,1,rural_high_poverty,male,3
2511.0,unemployed,not_orphan,0,3,1,rural_high_poverty,female,1
2441.0,deceased_both,double_orphan,0,3,1,rural_high_poverty,female,1
57459.0,formal_employment,not_orphan,0,3,1,urban_informal,female,5
11090.0,deceased_one,single_orphan,0,3,1,rural_low_poverty,female,1
4014.0,unemployed,not_orphan,0,3,1,urban_formal,female,2
31467.0,informal_business,not_orphan,0,3,1,urban_formal,female,5
19867.0,informal_business,not_orphan,0,3,1,urban_formal,female,4
4971.0,unemployed,not_orphan,0,3,1,rural_high_poverty,female,1
500.0,informal_business,not_orphan,0,3,1,rural_high_poverty,male,1
8975.0,unemployed,not_orphan,0,3,1,urban_formal,female,3
4026.0,deceased_one,single_orphan,0,3,1,urban_informal,male,1
8783.0,informal_business,not_orphan,0,3,1,rural_low_poverty,male,2
27576.0,informal_business,not_orphan,0,3,1,rural_low_poverty,female,3
38634.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,male,4
36883.0,formal_employment,not_orphan,0,3,1,urban_formal,male,5
33433.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,male,4
16147.0,informal_business,not_orphan,1,3,1,urban_formal,female,3
33003.0,formal_employment,not_orphan,0,3,1,rural_low_poverty,male,5
26045.0,informal_business,not_orphan,0,3,1,urban_informal,male,4
31320.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,male,3
17667.0,informal_business,not_orphan,0,3,1,urban_informal,female,2
29587.0,formal_employment,not_orphan,0,3,1,rural_low_poverty,female,3
549.0,deceased_both,double_orphan,0,3,1,urban_informal,female,1
2894.0,unemployed,not_orphan,0,3,1,rural_high_poverty,male,1
3267.0,unemployed,not_orphan,1,3,1,urban_formal,female,1
51239.0,formal_employment,not_orphan,0,3,1,urban_formal,female,5
4683.0,deceased_both,double_orphan,0,3,1,rural_high_poverty,male,1
33668.0,informal_business,not_orphan,0,3,1,rural_high_poverty,male,4
12467.0,informal_business,not_orphan,0,3,1,urban_informal,female,2
8149.0,unemployed,not_orphan,0,3,1,rural_low_poverty,male,2
35163.0,formal_employment,not_orphan,0,3,1,urban_informal,female,4
8130.0,unemployed,not_orphan,0,3,1,urban_formal,female,2
16991.0,informal_business,not_orphan,0,3,1,urban_informal,female,4
37612.0,formal_employment,not_orphan,0,3,1,urban_informal,female,3
52670.0,formal_employment,not_orphan,0,3,1,urban_formal,male,5
6516.0,informal_business,not_orphan,0,3,1,urban_informal,female,2
23725.0,formal_employment,not_orphan,0,3,1,rural_low_poverty,female,4
500.0,deceased_one,single_orphan,0,3,1,rural_high_poverty,female,1
5401.0,deceased_both,double_orphan,0,3,1,rural_high_poverty,female,1
9336.0,unemployed,not_orphan,0,3,1,urban_informal,female,2
16556.0,informal_business,not_orphan,0,3,1,rural_high_poverty,female,2
26856.0,informal_business,not_orphan,0,3,1,rural_high_poverty,female,5
18651.0,informal_business,not_orphan,0,3,1,urban_informal,female,4
34604.0,formal_employment,not_orphan,0,3,1,urban_formal,male,5
1767.0,deceased_both,double_orphan,0,3,1,rural_high_poverty,male,1
2959.0,deceased_one,single_orphan,0,3,1,urban_formal,female,1
51857.0,formal_employment,not_orphan,0,3,1,urban_formal,male,5
3453.0,deceased_both,double_orphan,0,3,1,rural_low_poverty,male,1
20815.0,informal_business,not_orphan,0,3,1,rural_low_poverty,female,4
21055.0,formal_employment,not_orphan,1,3,1,rural_high_poverty,male,1
21752.0,informal_business,not_orphan,1,3,1,urban_formal,female,3
30750.0,formal_employment,not_orphan,0,3,1,urban_formal,male,5
13789.0,informal_business,not_orphan,0,3,1,urban_formal,female,5
500.0,unemployed,not_orphan,0,3,1,rural_high_poverty,male,1
23761.0,informal_business,not_orphan,0,3,1,urban_formal,male,4
18968.0,informal_business,not_orphan,0,3,1,rural_low_poverty,female,3
20951.0,informal_business,not_orphan,0,3,1,urban_informal,male,4
12149.0,deceased_one,single_orphan,0,3,1,rural_high_poverty,female,1
9727.0,unemployed,not_orphan,1,3,1,rural_low_poverty,male,2
39971.0,formal_employment,not_orphan,0,3,1,rural_low_poverty,male,5
7754.0,unemployed,not_orphan,0,3,1,rural_high_poverty,female,2
15930.0,informal_business,not_orphan,0,3,1,urban_informal,male,3
39723.0,formal_employment,not_orphan,0,3,1,rural_low_poverty,male,5
48459.0,formal_employment,not_orphan,0,3,1,urban_informal,male,5
48207.0,formal_employment,not_orphan,0,3,1,rural_low_poverty,male,4
5861.0,unemployed,not_orphan,0,3,1,urban_formal,male,3
15863.0,informal_business,not_orphan,0,3,1,urban_informal,male,4
24370.0,informal_business,not_orphan,0,3,1,urban_formal,male,5
2336.0,informal_business,not_orphan,0,3,1,rural_high_poverty,male,1
69637.0,formal_employment,not_orphan,0,3,1,urban_formal,female,4
16565.0,informal_business,not_orphan,0,3,1,urban_formal,female,5
5860.0,deceased_one,single_orphan,0,3,1,urban_informal,female,1
4639.0,deceased_one,single_orphan,0,3,1,rural_high_poverty,female,1
24332.0,formal_employment,not_orphan,0,3,1,urban_informal,female,4
55516.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,female,3
29846.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,female,3
14641.0,informal_business,not_orphan,0,3,1,urban_informal,male,3
7024.0,unemployed,not_orphan,0,3,1,rural_low_poverty,male,2
68950.0,formal_employment,not_orphan,0,3,1,urban_formal,male,5
5132.0,unemployed,not_orphan,1,3,1,urban_formal,female,2
4405.0,unemployed,not_orphan,0,3,1,rural_high_poverty,male,1
47952.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,female,5
2752.0,deceased_both,double_orphan,0,3,1,urban_informal,female,1
6312.0,unemployed,not_orphan,0,3,1,rural_low_poverty,male,2
3871.0,unemployed,not_orphan,0,3,1,urban_formal,male,2
20654.0,informal_business,not_orphan,0,3,1,urban_formal,male,3
14592.0,informal_business,not_orphan,0,3,1,urban_formal,female,4
63227.0,formal_employment,not_orphan,1,3,1,urban_informal,female,3
6186.0,unemployed,not_orphan,0,3,1,rural_high_poverty,female,1
9353.0,deceased_one,single_orphan,0,3,1,rural_low_poverty,female,1
44659.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,female,4
14084.0,informal_business,not_orphan,0,3,1,urban_informal,male,4
6320.0,informal_business,not_orphan,0,3,1,rural_high_poverty,female,2
4888.0,deceased_one,single_orphan,0,3,1,rural_low_poverty,male,1
49793.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,female,4
9983.0,informal_business,not_orphan,0,3,1,rural_high_poverty,female,2
9741.0,unemployed,not_orphan,0,3,1,urban_formal,male,4
18265.0,informal_business,not_orphan,0,3,1,rural_high_poverty,female,3
32439.0,formal_employment,not_orphan,0,3,1,urban_informal,female,4
5913.0,unemployed,not_orphan,0,3,1,rural_low_poverty,female,3
80195.0,formal_employment,not_orphan,0,3,1,urban_informal,female,4
56860.0,formal_employment,not_orphan,0,3,1,urban_formal,male,5
6397.0,deceased_both,double_orphan,0,3,1,rural_low_poverty,female,1
18016.0,informal_business,not_orphan,0,3,1,rural_low_poverty,male,3
15690.0,informal_business,not_orphan,0,3,1,urban_formal,male,5
21620.0,informal_business,not_orphan,1,3,1,rural_low_poverty,female,2
12569.0,informal_business,not_orphan,0,3,1,urban_formal,female,4
1582.0,unemployed,not_orphan,0,3,1,urban_formal,female,1
3256.0,informal_business,not_orphan,0,3,1,rural_high_poverty,female,2
26254.0,informal_business,not_orphan,0,3,1,rural_high_poverty,male,5
19657.0,informal_business,not_orphan,0,3,1,urban_formal,male,5
10293.0,formal_employment,not_orphan,0,3,1,urban_informal,male,2
11183.0,deceased_one,single_orphan,0,3,1,rural_low_poverty,male,2
500.0,deceased_both,double_orphan,0,3,1,rural_high_poverty,female,1
27829.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,male,2
74843.0,formal_employment,not_orphan,0,3,1,urban_formal,male,5
10881.0,informal_business,not_orphan,0,3,1,urban_informal,male,2
4561.0,deceased_both,double_orphan,1,3,1,rural_low_poverty,female,1
11832.0,informal_business,not_orphan,0,3,1,rural_high_poverty,female,2
19507.0,informal_business,not_orphan,0,3,1,urban_informal,female,4
63832.0,formal_employment,not_orphan,0,3,1,rural_low_poverty,female,5
2739.0,deceased_both,double_orphan,0,3,1,urban_informal,male,1
19253.0,informal_business,not_orphan,0,3,1,rural_low_poverty,female,3
7850.0,deceased_one,single_orphan,0,3,1,rural_high_poverty,female,1
2811.0,deceased_one,single_orphan,0,3,1,rural_low_poverty,female,1
19230.0,informal_business,not_orphan,0,3,1,urban_informal,male,4
46143.0,formal_employment,not_orphan,0,3,1,urban_informal,male,4
68539.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,male,3
36692.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,male,5
4185.0,deceased_both,double_orphan,0,3,1,rural_low_poverty,male,1
23627.0,informal_business,not_orphan,0,3,1,urban_formal,female,5
7387.0,informal_business,not_orphan,0,3,1,rural_low_poverty,male,3
42174.0,formal_employment,not_orphan,0,3,1,urban_formal,female,5
16590.0,informal_business,not_orphan,0,3,1,rural_high_poverty,male,2
22120.0,informal_business,not_orphan,0,3,1,rural_low_poverty,male,5
16426.0,informal_business,not_orphan,0,3,1,urban_formal,female,5
7016.0,deceased_one,single_orphan,0,3,1,urban_formal,male,2
50300.0,formal_employment,not_orphan,0,3,1,rural_high_poverty,female,4
23221.0,informal_business,not_orphan,0,3,1,rural_low_poverty,male,4
3224.0,unemployed,not_orphan,0,3,1,rural_high_poverty,female,2
40814.0,formal_employment,not_orphan,0,3,1,rural_low_poverty,female,5
4114.0,deceased_both,double_orphan,0,3,1,urban_formal,male,1
12467.0,informal_business,not_orphan,0,3,1,urban_informal,male,3
21657.0,informal_business,not_orphan,0,3,1,rural_low_poverty,male,3
54454.0,formal_employment,not_orphan,0,3,1,rural_low_poverty,female,5
7218.0,informal_business,not_orphan,0,3,1,urban_formal,female,2
70780.0,formal_employment,not_orphan,0,3,1,urban_informal,male,5
